emp_no,title,from_date,to_date
15751,Engineer,1993-11-03,9999-01-01
15753,"Assistant Engineer",1986-04-22,1993-04-22
15753,Engineer,1993-04-22,2000-04-22
15753,"Senior Engineer",2000-04-22,2002-05-02
15754,Engineer,1993-03-05,2000-03-05
15754,"Senior Engineer",2000-03-05,9999-01-01
15755,"Assistant Engineer",1988-08-06,1996-08-06
15755,Engineer,1996-08-06,9999-01-01
15757,Engineer,1991-08-01,1998-08-01
15757,"Senior Engineer",1998-08-01,9999-01-01
15765,Engineer,1989-02-15,1998-02-15
15765,"Senior Engineer",1998-02-15,9999-01-01
15766,Engineer,1986-11-14,1989-06-28
15767,"Assistant Engineer",1985-06-08,1992-06-08
15767,Engineer,1992-06-08,1999-06-09
15767,"Senior Engineer",1999-06-09,9999-01-01
15768,Engineer,1999-04-06,9999-01-01
15770,Engineer,1995-02-25,1998-05-23
15771,"Senior Engineer",1992-01-28,9999-01-01
15774,Engineer,1998-03-13,9999-01-01
15777,"Senior Engineer",1986-09-29,1997-03-05
15779,Engineer,1996-01-17,9999-01-01
15780,Engineer,1987-04-02,1993-04-01
15780,"Senior Engineer",1993-04-01,9999-01-01
15787,Engineer,1995-06-19,1998-01-19
15788,Engineer,1990-03-13,1998-03-13
15788,"Senior Engineer",1998-03-13,9999-01-01
15791,"Senior Engineer",1988-04-23,9999-01-01
15794,Engineer,1987-02-28,1996-02-28
15794,"Senior Engineer",1996-02-28,9999-01-01
15795,Engineer,1991-03-19,1997-03-18
15795,"Senior Engineer",1997-03-18,9999-01-01
15796,Engineer,1998-10-02,2001-02-21
15797,Engineer,1991-04-24,1996-04-23
15797,"Senior Engineer",1996-04-23,9999-01-01
15798,"Assistant Engineer",1994-03-02,2002-03-02
15798,Engineer,2002-03-02,9999-01-01
15800,Engineer,1986-01-07,1993-01-07
15800,"Senior Engineer",1993-01-07,9999-01-01
15803,Engineer,1999-08-25,9999-01-01
15807,Engineer,1995-06-09,9999-01-01
15810,Engineer,1986-08-26,1993-08-26
15810,"Senior Engineer",1993-08-26,9999-01-01
15814,"Senior Engineer",1990-03-27,9999-01-01
15815,Engineer,1990-05-25,1999-05-25
15815,"Senior Engineer",1999-05-25,9999-01-01
15817,"Senior Engineer",1990-12-04,9999-01-01
15818,Engineer,1987-08-06,1992-08-05
15818,"Senior Engineer",1992-08-05,9999-01-01
15820,Engineer,1998-07-18,9999-01-01
15821,"Assistant Engineer",1988-06-09,1997-06-09
15821,Engineer,1997-06-09,9999-01-01
15822,Engineer,1999-09-24,9999-01-01
15824,"Senior Engineer",1988-02-14,9999-01-01
15825,Engineer,1996-10-30,2001-09-25
15826,Engineer,1997-01-29,2002-01-29
15826,"Senior Engineer",2002-01-29,9999-01-01
15827,Engineer,1991-03-14,1998-03-14
15827,"Senior Engineer",1998-03-14,9999-01-01
15828,Engineer,1990-08-22,1995-08-22
15828,"Senior Engineer",1995-08-22,2000-03-18
15829,"Assistant Engineer",1994-01-22,2002-01-22
15829,Engineer,2002-01-22,9999-01-01
15831,Engineer,1986-03-20,1991-03-20
15831,"Senior Engineer",1991-03-20,9999-01-01
15833,Engineer,1985-12-16,1993-12-16
15833,"Senior Engineer",1993-12-16,9999-01-01
15835,Engineer,1996-02-21,2001-07-22
15841,"Senior Engineer",1994-05-19,9999-01-01
15842,Engineer,1991-03-16,1996-03-15
15842,"Senior Engineer",1996-03-15,2000-01-09
15844,"Assistant Engineer",1997-08-13,9999-01-01
15845,Engineer,1994-02-06,1999-02-06
15845,"Senior Engineer",1999-02-06,9999-01-01
15848,Engineer,1999-02-17,9999-01-01
15849,Engineer,1996-01-22,9999-01-01
15850,"Assistant Engineer",1996-03-05,2001-07-25
15851,Engineer,1993-04-16,1998-04-16
15851,"Senior Engineer",1998-04-16,9999-01-01
15852,"Senior Engineer",1988-06-01,9999-01-01
15854,Engineer,1992-06-07,1996-09-25
15860,Engineer,1985-04-06,1990-04-06
15860,"Senior Engineer",1990-04-06,2002-06-11
15862,Engineer,1995-05-05,2001-05-04
15862,"Senior Engineer",2001-05-04,9999-01-01
15864,Engineer,1999-03-13,9999-01-01
15865,Engineer,1991-01-30,2000-01-30
15865,"Senior Engineer",2000-01-30,9999-01-01
15866,Engineer,1986-10-03,1991-10-03
15866,"Senior Engineer",1991-10-03,9999-01-01
15867,"Assistant Engineer",1989-08-16,1995-08-16
15867,Engineer,1995-08-16,2001-08-15
15867,"Senior Engineer",2001-08-15,9999-01-01
15868,Engineer,1988-05-13,1995-11-08
15869,Engineer,1994-01-21,2002-01-21
15869,"Senior Engineer",2002-01-21,9999-01-01
15871,Engineer,1993-09-21,1998-09-21
15871,"Senior Engineer",1998-09-21,9999-01-01
15872,Engineer,1993-10-09,1998-10-09
15872,"Senior Engineer",1998-10-09,2001-01-01
15874,"Assistant Engineer",1989-10-10,1998-10-10
15874,Engineer,1998-10-10,9999-01-01
15876,"Assistant Engineer",1985-08-02,1992-08-02
15876,Engineer,1992-08-02,1999-08-03
15876,"Senior Engineer",1999-08-03,9999-01-01
15877,Engineer,1999-08-10,9999-01-01
15879,Engineer,1988-12-22,1989-06-29
15881,Engineer,1986-09-27,1991-09-27
15881,"Senior Engineer",1991-09-27,9999-01-01
15883,Engineer,1985-04-02,1992-04-02
15883,"Senior Engineer",1992-04-02,9999-01-01
15885,Engineer,1996-04-02,2001-04-02
15885,"Senior Engineer",2001-04-02,9999-01-01
15886,Engineer,1986-12-09,1993-10-17
15887,"Assistant Engineer",1990-05-03,1997-05-03
15887,Engineer,1997-05-03,9999-01-01
15889,Engineer,1986-02-03,1995-02-03
15889,"Senior Engineer",1995-02-03,9999-01-01
15891,Engineer,1991-03-18,1999-03-18
15891,"Senior Engineer",1999-03-18,2001-11-03
15892,Engineer,1986-09-20,1991-09-20
15892,"Senior Engineer",1991-09-20,9999-01-01
15894,Engineer,1992-06-03,1997-06-03
15894,"Senior Engineer",1997-06-03,9999-01-01
15897,"Senior Engineer",1996-01-07,9999-01-01
15899,Engineer,1991-06-12,1999-06-12
15899,"Senior Engineer",1999-06-12,9999-01-01
15901,Engineer,1987-09-23,1993-09-22
15901,"Senior Engineer",1993-09-22,9999-01-01
15903,Engineer,1995-06-24,1997-02-19
15905,Engineer,1988-02-12,1993-02-11
15905,"Senior Engineer",1993-02-11,9999-01-01
15906,"Senior Engineer",1998-08-24,1999-05-14
15908,Engineer,1993-07-10,1998-07-10
15908,"Senior Engineer",1998-07-10,9999-01-01
15909,Engineer,1990-11-03,1997-11-03
15909,"Senior Engineer",1997-11-03,9999-01-01
15911,Engineer,1991-01-13,1998-01-13
15911,"Senior Engineer",1998-01-13,9999-01-01
15913,"Senior Engineer",1986-04-21,9999-01-01
15916,Engineer,1998-07-12,9999-01-01
15917,Engineer,1986-03-12,1991-03-12
15917,"Senior Engineer",1991-03-12,9999-01-01
15919,Engineer,1990-05-30,1992-12-23
15920,Engineer,1988-10-04,1993-03-26
15923,Engineer,1987-04-26,1992-04-25
15923,"Senior Engineer",1992-04-25,1999-11-22
15924,Engineer,1991-03-29,1998-03-29
15924,"Senior Engineer",1998-03-29,9999-01-01
15926,Engineer,1998-11-10,9999-01-01
15927,Engineer,1994-04-22,2000-04-21
15927,"Senior Engineer",2000-04-21,9999-01-01
15928,Engineer,1986-01-05,1994-01-05
15928,"Senior Engineer",1994-01-05,9999-01-01
15930,Engineer,1993-09-24,1998-09-24
15930,"Senior Engineer",1998-09-24,9999-01-01
15931,Engineer,1989-06-10,1997-06-10
15931,"Senior Engineer",1997-06-10,9999-01-01
15934,"Assistant Engineer",1995-08-20,9999-01-01
15935,"Assistant Engineer",1988-01-23,1990-11-23
15939,Engineer,1999-12-22,2001-03-29
15940,Engineer,1999-08-30,9999-01-01
15941,"Senior Engineer",1996-04-27,9999-01-01
15942,Engineer,1986-09-09,1991-09-09
15942,"Senior Engineer",1991-09-09,9999-01-01
15943,Engineer,1997-02-05,2002-02-05
15943,"Senior Engineer",2002-02-05,9999-01-01
15945,Engineer,1993-11-16,2000-11-16
15945,"Senior Engineer",2000-11-16,9999-01-01
15948,Engineer,1986-01-14,1991-01-14
15948,"Senior Engineer",1991-01-14,9999-01-01
15949,Engineer,1997-07-31,9999-01-01
15951,"Assistant Engineer",1999-02-19,9999-01-01
15954,Engineer,1985-02-28,1991-02-28
15954,"Senior Engineer",1991-02-28,1993-07-04
15955,Engineer,1986-03-31,1991-03-31
15955,"Senior Engineer",1991-03-31,9999-01-01
15957,Engineer,1998-07-01,9999-01-01
15960,Engineer,1991-04-24,1998-04-24
15960,"Senior Engineer",1998-04-24,9999-01-01
15966,"Assistant Engineer",1997-12-21,9999-01-01
15968,Engineer,1992-11-07,1999-11-08
15968,"Senior Engineer",1999-11-08,9999-01-01
15970,"Senior Engineer",1994-06-15,1998-10-14
15971,"Senior Engineer",1988-05-03,9999-01-01
15972,"Assistant Engineer",1999-04-10,9999-01-01
15973,Engineer,1993-09-09,2001-09-09
15973,"Senior Engineer",2001-09-09,9999-01-01
15975,"Senior Engineer",1985-03-15,9999-01-01
15978,Engineer,1997-02-25,9999-01-01
15979,"Senior Engineer",1990-10-26,1992-02-23
15982,Engineer,1992-07-05,1994-04-10
15984,"Assistant Engineer",1990-10-04,1998-10-04
15984,Engineer,1998-10-04,9999-01-01
15989,"Senior Engineer",1991-07-09,9999-01-01
15990,Engineer,1988-09-15,1996-09-15
15990,"Senior Engineer",1996-09-15,1997-04-26
15991,Engineer,1991-11-11,1996-11-10
15991,"Senior Engineer",1996-11-10,9999-01-01
15992,Engineer,1989-01-19,1995-01-19
15992,"Senior Engineer",1995-01-19,9999-01-01
15993,"Senior Engineer",1988-11-19,9999-01-01
15994,Engineer,1998-05-03,9999-01-01
15995,Engineer,1988-03-25,1996-03-25
15995,"Senior Engineer",1996-03-25,9999-01-01
15997,Engineer,1997-10-04,9999-01-01
15999,"Senior Engineer",1990-02-06,1992-07-27
16000,Engineer,1996-05-05,2002-05-05
16000,"Senior Engineer",2002-05-05,9999-01-01
16002,Engineer,1985-06-16,1994-06-16
16002,"Senior Engineer",1994-06-16,9999-01-01
16003,Engineer,1987-08-19,1992-08-18
16003,"Senior Engineer",1992-08-18,9999-01-01
16007,Engineer,1988-04-15,1997-04-15
16007,"Senior Engineer",1997-04-15,9999-01-01
16008,Engineer,1993-07-08,2001-07-08
16008,"Senior Engineer",2001-07-08,9999-01-01
16009,Engineer,1990-01-26,1999-01-26
16009,"Senior Engineer",1999-01-26,9999-01-01
16010,"Senior Engineer",1987-08-28,9999-01-01
16015,Engineer,1991-09-28,1999-09-28
16015,"Senior Engineer",1999-09-28,9999-01-01
16018,Engineer,1987-10-06,1992-10-05
16018,"Senior Engineer",1992-10-05,9999-01-01
16019,Engineer,1985-08-01,1990-08-01
16019,"Senior Engineer",1990-08-01,9999-01-01
16021,Engineer,1994-05-21,2000-05-20
16021,"Senior Engineer",2000-05-20,9999-01-01
16022,"Senior Engineer",1992-11-06,9999-01-01
16023,"Assistant Engineer",1985-12-01,1994-12-01
16023,Engineer,1994-12-01,1998-09-15
16024,Engineer,1985-05-02,1993-05-02
16024,"Senior Engineer",1993-05-02,9999-01-01
16025,Engineer,1988-03-05,1994-03-05
16025,"Senior Engineer",1994-03-05,9999-01-01
16026,Engineer,1989-11-20,1998-11-20
16026,"Senior Engineer",1998-11-20,9999-01-01
16027,Engineer,1988-06-29,1997-06-29
16027,"Senior Engineer",1997-06-29,9999-01-01
16028,Engineer,1988-08-12,1995-08-13
16028,"Senior Engineer",1995-08-13,9999-01-01
16029,Engineer,1994-04-02,2002-04-02
16029,"Senior Engineer",2002-04-02,9999-01-01
16032,Engineer,1997-11-18,2001-09-08
16035,Engineer,1993-08-14,1998-08-14
16035,"Senior Engineer",1998-08-14,9999-01-01
16037,"Senior Engineer",1991-07-20,1999-06-26
16041,Engineer,1998-11-21,9999-01-01
16043,Engineer,1995-11-27,1999-01-02
16045,Engineer,1997-03-06,9999-01-01
16046,"Assistant Engineer",1988-11-04,1993-11-04
16046,Engineer,1993-11-04,1998-11-04
16046,"Senior Engineer",1998-11-04,9999-01-01
16047,Engineer,1998-01-09,9999-01-01
16052,Engineer,1991-01-27,1997-01-26
16052,"Senior Engineer",1997-01-26,9999-01-01
16054,"Assistant Engineer",1988-05-23,1994-05-23
16054,Engineer,1994-05-23,2000-05-22
16054,"Senior Engineer",2000-05-22,9999-01-01
16055,Engineer,1987-08-09,1996-08-08
16055,"Senior Engineer",1996-08-08,9999-01-01
16056,Engineer,1998-01-10,9999-01-01
16057,Engineer,1989-08-06,1996-08-06
16057,"Senior Engineer",1996-08-06,9999-01-01
16059,Engineer,1986-07-19,1995-07-19
16059,"Senior Engineer",1995-07-19,9999-01-01
16061,Engineer,1985-07-12,1994-07-12
16061,"Senior Engineer",1994-07-12,9999-01-01
16067,"Assistant Engineer",1990-11-26,1998-11-26
16067,Engineer,1998-11-26,2001-07-08
16069,Engineer,1992-12-21,1998-12-21
16069,"Senior Engineer",1998-12-21,9999-01-01
16070,"Senior Engineer",1995-10-14,9999-01-01
16073,Engineer,1990-10-23,1996-10-22
16073,"Senior Engineer",1996-10-22,9999-01-01
16074,"Senior Engineer",1999-03-08,9999-01-01
16075,Engineer,1991-04-15,1999-04-15
16075,"Senior Engineer",1999-04-15,9999-01-01
16076,Engineer,1997-08-06,9999-01-01
16077,"Assistant Engineer",1987-07-02,1994-07-02
16077,Engineer,1994-07-02,2001-07-02
16077,"Senior Engineer",2001-07-02,9999-01-01
16078,Engineer,1997-03-04,1997-06-22
16079,"Senior Engineer",1990-02-20,9999-01-01
16080,Engineer,1992-08-07,2001-08-07
16080,"Senior Engineer",2001-08-07,9999-01-01
16081,Engineer,1989-07-13,1996-07-13
16081,"Senior Engineer",1996-07-13,9999-01-01
16082,Engineer,1995-09-22,2001-09-21
16082,"Senior Engineer",2001-09-21,9999-01-01
16084,Engineer,1985-04-11,1992-04-11
16084,"Senior Engineer",1992-04-11,1992-12-04
16085,Engineer,1996-02-26,9999-01-01
16086,"Assistant Engineer",1987-04-27,1993-04-26
16086,Engineer,1993-04-26,1999-04-26
16086,"Senior Engineer",1999-04-26,9999-01-01
16088,Engineer,1991-09-08,2000-09-07
16088,"Senior Engineer",2000-09-07,9999-01-01
16089,Engineer,1995-10-27,1999-09-12
16091,Engineer,1987-01-10,1996-01-10
16091,"Senior Engineer",1996-01-10,9999-01-01
16093,Engineer,1999-06-15,9999-01-01
16094,Engineer,1993-07-18,1999-07-18
16094,"Senior Engineer",1999-07-18,9999-01-01
16095,Engineer,1995-06-20,9999-01-01
16096,Engineer,1990-08-11,1998-08-11
16096,"Senior Engineer",1998-08-11,9999-01-01
16097,Engineer,1992-03-23,1999-02-01
16098,Engineer,1985-09-30,1992-09-30
16098,"Senior Engineer",1992-09-30,9999-01-01
16102,Engineer,1991-08-21,1998-08-21
16102,"Senior Engineer",1998-08-21,9999-01-01
16103,"Senior Engineer",1995-01-18,9999-01-01
16104,"Assistant Engineer",1985-10-21,1994-10-21
16104,Engineer,1994-10-21,9999-01-01
16106,Engineer,1995-06-02,9999-01-01
16109,Engineer,1993-08-29,2001-08-29
16109,"Senior Engineer",2001-08-29,9999-01-01
16110,Engineer,1992-08-04,1998-08-04
16110,"Senior Engineer",1998-08-04,9999-01-01
16114,"Senior Engineer",1998-04-25,9999-01-01
16116,Engineer,1999-05-08,9999-01-01
16119,Engineer,1999-08-05,9999-01-01
16122,Engineer,1989-06-12,1996-06-12
16122,"Senior Engineer",1996-06-12,9999-01-01
16123,"Senior Engineer",1994-01-17,1998-02-20
16124,Engineer,1991-05-12,1998-05-12
16124,"Senior Engineer",1998-05-12,9999-01-01
16125,Engineer,1989-11-12,1997-11-12
16125,"Senior Engineer",1997-11-12,9999-01-01
16127,Engineer,1999-05-19,9999-01-01
16128,Engineer,1994-07-13,2002-07-13
16128,"Senior Engineer",2002-07-13,9999-01-01
16130,"Assistant Engineer",1993-07-26,2002-07-26
16130,Engineer,2002-07-26,9999-01-01
16131,Engineer,1998-01-12,1998-05-17
16132,Engineer,1993-10-21,2001-10-21
16132,"Senior Engineer",2001-10-21,9999-01-01
16134,Engineer,1990-03-12,1998-03-12
16134,"Senior Engineer",1998-03-12,9999-01-01
16135,"Senior Engineer",1989-11-06,9999-01-01
16136,"Senior Engineer",1994-02-06,9999-01-01
16139,"Senior Engineer",1996-03-14,2000-08-13
16141,Engineer,1988-02-27,1996-02-27
16141,"Senior Engineer",1996-02-27,9999-01-01
16143,Engineer,1990-06-19,1999-06-19
16143,"Senior Engineer",1999-06-19,9999-01-01
16146,Engineer,1989-02-19,1994-02-19
16146,"Senior Engineer",1994-02-19,1998-05-11
16148,Engineer,1998-02-02,9999-01-01
16151,Engineer,1996-05-13,1998-03-05
16155,"Senior Engineer",1995-09-03,1998-01-17
16157,Engineer,1995-08-26,1996-12-03
16158,Engineer,1990-04-15,1997-04-15
16158,"Senior Engineer",1997-04-15,9999-01-01
16159,Engineer,1993-01-12,1998-01-12
16159,"Senior Engineer",1998-01-12,9999-01-01
16162,Engineer,1987-09-30,1996-09-29
16162,"Senior Engineer",1996-09-29,9999-01-01
16163,Engineer,1996-01-16,2001-01-15
16163,"Senior Engineer",2001-01-15,9999-01-01
16164,Engineer,1989-01-02,1995-01-02
16164,"Senior Engineer",1995-01-02,2001-05-31
16165,"Assistant Engineer",1998-07-31,9999-01-01
16167,Engineer,1994-08-06,1996-07-11
16168,"Assistant Engineer",1986-10-15,1995-10-15
16168,Engineer,1995-10-15,9999-01-01
16169,Engineer,1989-03-19,1996-03-19
16169,"Senior Engineer",1996-03-19,9999-01-01
16171,"Senior Engineer",1990-03-01,9999-01-01
16172,"Senior Engineer",1986-12-05,9999-01-01
16174,"Assistant Engineer",1999-02-01,9999-01-01
16176,Engineer,1998-03-07,2001-01-19
16179,Engineer,1996-07-23,2002-07-23
16179,"Senior Engineer",2002-07-23,9999-01-01
16180,"Assistant Engineer",1998-10-02,9999-01-01
16181,Engineer,1986-10-22,1992-10-21
16181,"Senior Engineer",1992-10-21,9999-01-01
16184,Engineer,1991-08-24,1995-10-13
16186,"Senior Engineer",1992-06-01,9999-01-01
16187,Engineer,1997-02-13,9999-01-01
16188,Engineer,1992-01-03,1993-03-05
16191,Engineer,1988-05-20,1995-05-21
16191,"Senior Engineer",1995-05-21,9999-01-01
16192,"Senior Engineer",1992-05-05,9999-01-01
16195,"Assistant Engineer",1996-03-18,1998-12-13
16196,Engineer,1997-07-18,9999-01-01
16197,Engineer,1997-11-24,9999-01-01
16198,Engineer,1991-05-16,1999-05-16
16198,"Senior Engineer",1999-05-16,9999-01-01
16202,"Senior Engineer",1989-04-28,9999-01-01
16203,Engineer,1990-10-16,1994-07-06
16204,"Assistant Engineer",1989-01-20,1994-01-20
16204,Engineer,1994-01-20,1999-01-20
16204,"Senior Engineer",1999-01-20,9999-01-01
16206,Engineer,1999-10-29,9999-01-01
16207,Engineer,1990-08-23,1995-08-23
16207,"Senior Engineer",1995-08-23,9999-01-01
16208,Engineer,1991-10-07,1997-10-06
16208,"Senior Engineer",1997-10-06,9999-01-01
16209,"Senior Engineer",1989-07-08,9999-01-01
16211,Engineer,1987-08-31,1996-08-30
16211,"Senior Engineer",1996-08-30,9999-01-01
16212,Engineer,1994-03-29,1995-05-23
16213,Engineer,1994-12-17,2000-12-16
16213,"Senior Engineer",2000-12-16,9999-01-01
16214,Engineer,1998-10-13,9999-01-01
16216,Engineer,1989-02-18,1997-02-18
16216,"Senior Engineer",1997-02-18,9999-01-01
16218,Engineer,1999-05-16,9999-01-01
16222,Engineer,1995-08-29,1997-01-11
16223,"Senior Engineer",1986-07-17,9999-01-01
16227,Engineer,1985-09-25,1993-09-25
16227,"Senior Engineer",1993-09-25,9999-01-01
16232,"Assistant Engineer",1996-04-01,9999-01-01
16235,Engineer,1998-03-29,2001-11-28
16237,Engineer,1988-05-14,1993-05-14
16237,"Senior Engineer",1993-05-14,1993-07-12
16241,Engineer,1997-07-23,9999-01-01
16242,Engineer,1990-12-18,1993-05-13
16244,Engineer,2000-01-04,9999-01-01
16246,Engineer,1996-10-10,9999-01-01
16248,Engineer,1988-12-16,1994-12-16
16248,"Senior Engineer",1994-12-16,9999-01-01
16249,Engineer,1989-11-02,1998-11-02
16249,"Senior Engineer",1998-11-02,9999-01-01
16250,Engineer,1998-10-02,9999-01-01
16251,Engineer,1986-07-30,1992-07-29
16251,"Senior Engineer",1992-07-29,9999-01-01
16252,Engineer,1988-07-10,1995-07-11
16252,"Senior Engineer",1995-07-11,9999-01-01
16255,"Senior Engineer",1988-12-06,2001-03-23
16260,Engineer,1993-02-21,1998-02-21
16260,"Senior Engineer",1998-02-21,9999-01-01
16261,Engineer,1991-03-27,1993-10-31
16271,Engineer,1988-01-21,1993-01-20
16271,"Senior Engineer",1993-01-20,1998-07-10
16272,"Assistant Engineer",1986-04-16,1991-04-16
16272,Engineer,1991-04-16,1996-04-15
16272,"Senior Engineer",1996-04-15,9999-01-01
16273,"Assistant Engineer",1989-08-31,1996-08-31
16273,Engineer,1996-08-31,1999-09-29
16275,Engineer,1987-11-25,1994-11-25
16275,"Senior Engineer",1994-11-25,9999-01-01
16276,Engineer,1999-10-01,9999-01-01
16277,Engineer,1998-03-05,1999-12-02
16280,"Senior Engineer",1993-05-03,2000-03-11
16287,"Assistant Engineer",1997-03-29,1997-11-03
16290,Engineer,1991-12-03,1996-12-02
16290,"Senior Engineer",1996-12-02,9999-01-01
16291,"Assistant Engineer",1999-03-27,9999-01-01
16292,Engineer,1987-06-05,1994-06-05
16292,"Senior Engineer",1994-06-05,9999-01-01
16293,Engineer,1993-01-31,1998-01-31
16293,"Senior Engineer",1998-01-31,1999-07-04
16295,Engineer,1997-01-23,1999-09-24
16296,Engineer,1991-02-05,1996-02-05
16296,"Senior Engineer",1996-02-05,9999-01-01
16298,Engineer,1990-02-07,1996-02-07
16298,"Senior Engineer",1996-02-07,2000-03-02
16300,Engineer,1990-09-03,1996-09-02
16300,"Senior Engineer",1996-09-02,9999-01-01
16301,"Senior Engineer",2000-01-13,9999-01-01
16302,Engineer,1985-08-10,1988-12-06
16305,Engineer,1985-02-04,1993-02-04
16305,"Senior Engineer",1993-02-04,9999-01-01
16306,Engineer,1994-09-16,1999-09-16
16306,"Senior Engineer",1999-09-16,9999-01-01
16309,Engineer,1986-03-09,1993-03-09
16309,"Senior Engineer",1993-03-09,9999-01-01
16311,Engineer,1992-10-17,1997-02-25
16313,Engineer,1995-03-07,9999-01-01
16314,Engineer,1996-03-22,1999-11-12
16315,"Senior Engineer",1985-04-08,1998-12-28
16316,Engineer,1991-08-16,1996-08-15
16316,"Senior Engineer",1996-08-15,9999-01-01
16317,Engineer,1989-09-12,1996-09-12
16317,"Senior Engineer",1996-09-12,9999-01-01
16319,Engineer,1987-01-30,1994-07-31
16327,Engineer,1987-09-09,1993-09-08
16327,"Senior Engineer",1993-09-08,9999-01-01
16328,"Senior Engineer",1990-04-01,2002-02-21
16329,"Senior Engineer",1994-04-15,9999-01-01
16330,Engineer,1994-12-06,2000-09-30
16332,Engineer,1999-09-06,9999-01-01
16334,Engineer,1987-01-21,1994-01-21
16334,"Senior Engineer",1994-01-21,9999-01-01
16336,Engineer,1989-08-03,1996-08-03
16336,"Senior Engineer",1996-08-03,9999-01-01
16337,Engineer,1986-11-07,1994-11-07
16337,"Senior Engineer",1994-11-07,9999-01-01
16340,Engineer,1997-04-12,2000-09-25
16343,Engineer,1996-02-29,1996-10-13
16344,"Senior Engineer",1993-11-30,9999-01-01
16345,Engineer,1997-06-29,2001-11-06
16347,"Assistant Engineer",1996-04-26,2002-04-26
16347,Engineer,2002-04-26,9999-01-01
16348,Engineer,1993-03-28,2000-03-28
16348,"Senior Engineer",2000-03-28,9999-01-01
16350,Engineer,1992-06-16,1994-04-28
16352,"Senior Engineer",1994-10-05,9999-01-01
16353,Engineer,1987-09-29,1992-09-28
